Last Name,Title,First Name,FALSE,gender,age,class,embarked,country,ticketno,fare,sibsp,parch,survived,Role,Ticket,LifeBoat,Relationships,Child,BodyRecoverBoad
Kerley,Mr.,William Thomas,FALSE,male,28,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Kernaghan,Mr.,David,TRUE,male,,,,,,,,,,,,,Married,,
Kerr,Mr.,Thomas Russell,FALSE,male,26,engineering crew,S,Scotland,NA,NA,NA,NA,no,,,,Married,,
Ketchley,Mr.,Henry,FALSE,male,36,victualling crew,B,England,NA,NA,NA,NA,no,,,,Married,,
Khalil,Mr.,Betros,FALSE,male,25,3rd,C,Lebanon,2660,14.0901,1,0,no,,,,Married,,
Khalil,Mrs.,Zahie,FALSE,female,20,3rd,C,Lebanon,2660,14.0901,1,0,no,,,,Married,,
Kieran,Mr.,Edgar Michael,FALSE,male,34,victualling crew,S,Ireland,NA,NA,NA,NA,no,,,,Married,,
Kieran,Mr.,James William,FALSE,male,35,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Kiernan,Mr.,Philip,FALSE,male,22,3rd,Q,Ireland,367229,7.15,1,0,no,,,,Unmarried,,
Kiernan,Mr.,John Joseph,FALSE,male,25,3rd,Q,Ireland,367227,7.15,1,0,no,,,,,,
Kilgannon,Mr.,Thomas,FALSE,male,22,3rd,Q,Ireland,36865,7.1409,0,0,no,,,,,,
Kimball,Mr.,Edwin Nelson Jr.,FALSE,male,42,1st,S,United States,11753,52.1101,1,0,yes,,,5,Married,,
Kimball,Mrs.,Susan Gertrude,FALSE,female,45,1st,S,United States,11753,52.1101,1,0,yes,,,5,Married,,
Kinchenten,Mr.,Frederick Charles,TRUE,male,,,,,,,,,,,,,Unmarried,,
King,Mr.,Alfred John Moffett,FALSE,male,18,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,Cable Ship MacKay Bennett
King,Mr.,Ernest Waldron,FALSE,male,28,victualling crew,S,Ireland,NA,NA,NA,NA,no,Victualling Crew,,,Unmarried,,SS Minia.
King,Mr.,Thomas Walter,FALSE,male,42,deck crew,S,England,NA,NA,NA,NA,no,,,,Widowed,,
King,Mr.,G.,FALSE,male,20,victualling crew,S,England,NA,NA,NA,NA,no,,,,,,
Kingscote,Mr.,William Ford,FALSE,male,48,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Kink,Mr.,Anton,FALSE,male,29,3rd,S,Switzerland,315153,22,3,1,yes,3rd Class Passenger,"315153
£22 6d",2,,,
Kink,Miss.,Maria,FALSE,female,23,3rd,S,Switzerland,315152,8.1303,2,0,no,,,,,,
Kink,Mr.,Vincenz,FALSE,male,26,3rd,S,Switzerland,315151,8.1303,2,0,no,,,,,,
Kink-heilmann,Miss.,Luise Gretchen,FALSE,female,4,3rd,S,Switzerland,315153,22,0,2,yes,3rd Class Passenger,"315153
£22 6d",2,,,
Kinsella,Mr.,Louis,FALSE,male,30,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Kirkaldy,Mr.,Thomas Benjamin,FALSE,male,36,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Kirkham,Mr.,James,FALSE,male,43,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Kirkland,Fr.,Charles Leonard,FALSE,male,52,2nd,Q,United States,219533,12.07,0,0,no,,,,Married,,
Kitching,Mr.,Arthur Alfred,FALSE,male,31,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Klaber,Mr.,Herman,FALSE,male,41,1st,S,United States,113028,26.11,0,0,no,,,,Married,,
Klasén,Miss.,Gertrud Emilia,FALSE,female,1,3rd,S,Sweden,350405,12.0308,1,1,no,,,,,Child,
Klasén,Mr.,Klas Albin,FALSE,male,18,3rd,S,Sweden,350404,7.1701,1,1,no,,,,Unmarried,,
Klasén,Mrs.,Hulda Kristina Eugenia,FALSE,female,36,3rd,S,Sweden,350405,12.0308,0,2,no,,,,Married,,
Klein,Mr.,Herbert,FALSE,male,33,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Knight,Mr.,George,FALSE,male,49,victualling crew,S,England,NA,NA,NA,NA,yes,,,13,Married,,
Knight,Mr.,Robert,FALSE,male,41,2nd,B,Northern Ireland,239855,NA,0,0,no,,,,Married,,
Knight,Mr.,Leonard George,FALSE,male,21,victualling crew,S,England,NA,NA,NA,NA,no,,,,,,
Knowles,Mr.,Thomas,FALSE,male,44,engineering crew,S,England,NA,NA,NA,NA,yes,Engineering Crew,,C*,Married,,
Kraeff,Mr.,Theodor,FALSE,male,NA,3rd,C,Bulgaria,349253,7.1711,0,0,no,,,,,,
Krekorian,Mr.,Neshan,FALSE,male,25,3rd,C,Turkey,2654,7.0407,0,0,yes,,,10,Unmarried,,
Kreuchen,Miss.,Emilie,FALSE,female,29,1st,S,NA,24160,211.0609,0,0,yes,Servant,,2,Unmarried,,
Krins,Mr.,Georges Alexandre,FALSE,male,23,2nd,S,England,250654,NA,NA,NA,no,violinist,,,,,
Kutscher (lithman),Mr.,Simon,FALSE,male,26,3rd,S,Scotland,251,7.11,0,0,no,,,,Married,,
Kvillner,Mr.,Johan Henrik Johannesson,FALSE,male,31,2nd,S,Sweden,18723,10.1,0,0,no,,,,Engaged,,Cable Ship MacKay Bennett
Lacey,Mr.,Bertie William,FALSE,male,20,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Lahhūd ishaq mu'awwad,Mr.,Sarkīs,FALSE,male,35,3rd,C,Lebanon,2624,7.0406,0,0,no,,,,Married,,
Lahtinen,Fr.,William,FALSE,male,35,2nd,S,United States,250651,26,1,1,no,,,,,,
Lahtinen,Mrs.,Anna Amelia,FALSE,female,34,2nd,S,United States,250651,26,1,1,no,,,,Married,,
Lahy,Mr.,T.,FALSE,male,41,engineering crew,S,England,NA,NA,NA,NA,no,,,,,,
Laitinen,Miss.,Kristina Sofia,FALSE,female,37,3rd,S,Finland,4135,9.1109,0,0,no,,,,Unmarried,,
Lake,Mr.,William,FALSE,male,46,victualling crew,B,England,NA,NA,NA,NA,no,,,,Unmarried,,
Lam,Mr.,Ah,TRUE,male,,,,,,,,,,,,,Unmarried,,
Lam,Mr.,Len,FALSE,male,23,3rd,S,NA,1601,56.0911,0,0,no,,,,,,
Lamb,Mr.,John J.,FALSE,male,31,2nd,Q,Ireland,240261,10.1402,0,0,no,,,,Unmarried,,
Landergren,Miss.,Aurora Adelia,FALSE,female,22,3rd,S,Sweden,7077,7.05,0,0,yes,,,13,Unmarried,,
Lane,Mr.,Albert Edward,FALSE,male,34,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Lane,Mr.,Patrick,FALSE,male,17,3rd,Q,Ireland,7935,7.15,0,0,no,,,,Unmarried,,
Lang,Mr.,Fang,FALSE,male,32,3rd,S,NA,1601,56.0911,0,0,yes,,,14,Unmarried,,
Laroche,Miss.,Louise,FALSE,female,1,2nd,C,France,2123,41.1107,1,2,yes,,,10,,,
Laroche,Miss.,Simonne Marie Anne Andrée,FALSE,female,3,2nd,C,France,2123,41.1107,1,2,yes,,,10,,,
Laroche,Mrs.,Juliette Marie Louise,FALSE,female,22,2nd,C,France,2123,41.1107,1,2,yes,,,10,Married,,
Larsson,Mr.,August Viktor,FALSE,male,29,3rd,S,United States,7545,9.0908,0,0,no,,,,Married,,
Larsson,Mr.,Bengt Edvin,FALSE,male,29,3rd,S,Sweden,347067,7.1506,0,0,no,,,,,,
Larsson,Mr.,Edvard,FALSE,male,22,3rd,S,Sweden,347065,7.1506,0,0,no,,,,,,
Last Name,Title,First Name,FALSE,gender,age,class,embarked,country,ticketno,fare,sibsp,parch,survived,Role,Ticket,LifeBoat,Relationships,Child,BodyRecoverBoad
Latimer,Mr.,Andrew,FALSE,male,55,victualling crew,B,England,NA,NA,NA,NA,no,,,,Married,,
Lavington,Miss.,Elizabeth,FALSE,female,40,victualling crew,S,England,NA,NA,NA,NA,yes,,,11,Unmarried,,
Lawrence (Lawrance),Mr.,Arthur,FALSE,male,36,victualling crew,B,England,NA,NA,NA,NA,no,,,,Married,,Cable Ship MacKay Bennett
Leader,Dr.,Alice May,FALSE,female,49,1st,S,United States,17465,25.1807,0,0,yes,,,8,Widowed,,
Leather,Mrs.,Elizabeth Mary,FALSE,female,50,victualling crew,S,England,NA,NA,NA,NA,yes,Victualling Crew,,16,Married,,
Lee,Mr.,Reginald Robinson,FALSE,male,41,deck crew,S,England,NA,NA,NA,NA,yes,,,13,Married,,
Lee,Mr.,Henry Reginald,FALSE,male,29,victualling crew,S,England,NA,NA,NA,NA,yes,,,,Married,,
Lefebvre,Master.,Henry,FALSE,male,5,3rd,S,NA,4133,25.0904,3,1,no,,,,,Child,
Lefebvre,Miss.,Ida,FALSE,female,3,3rd,S,NA,4133,25.0904,3,1,no,,,,,Child,
Lefebvre,Miss.,Jeannie,FALSE,female,8,3rd,S,NA,4133,25.0904,3,1,no,,,,,Child,
Lefebvre,Miss.,Mathilde,FALSE,female,12,3rd,S,NA,4133,25.0904,3,1,no,,,,,Child,
Lefebvre,Mr.,Paul Georges,FALSE,male,35,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,Cable Ship MacKay Bennett
Lefebvre,Mrs.,Frances Marie,FALSE,female,40,3rd,S,NA,4133,25.0904,0,4,no,,,,Married,,
Lehmann,Miss.,Bertha,FALSE,female,17,2nd,C,Switzerland,1748,12,0,0,yes,2nd Class Passenger,"1748
£12",12,,,
Leinonen,Mr.,Antti Gustaf,FALSE,male,32,3rd,S,Finland,3101292,7.1806,0,0,no,,,,,,
Leitch,Miss.,Jessie Wills,FALSE,female,31,2nd,S,Scotland,248727,33,0,0,yes,,,11,,,
Lemore,Mrs.,Amelia,FALSE,female,39,2nd,S,England,34260,10.1,0,0,yes,,,14,Married,,
Lennon,Miss.,Mary,FALSE,female,18,3rd,Q,Ireland,370371,15.1,1,0,no,,,,,,
Lennon,Mr.,Denis,FALSE,male,20,3rd,Q,Ireland,370371,15.1,1,0,no,,,,Unmarried,,
Lenox-conyngham,Miss.,Harriet Alice Katherine,TRUE,female,,,,,,,,,,,,,Unmarried,,
Lenox-conyngham,Mrs.,Barbara Josephine,TRUE,female,,,,,,,,,,,,,Married,,
Leonard,Mr.,Matthew,FALSE,male,25,victualling crew,B,United States,NA,NA,NA,NA,no,,,,Unmarried,,
Leroy,Miss.,Berthe,FALSE,female,27,1st,C,France,17761,106.0806,0,0,yes,Servant,,2,Unmarried,,
Lester,Mr.,James,FALSE,male,41,3rd,S,England,48871,24.03,0,0,no,,,,,,
Lesueur,Mr.,Louis Gustave Joseph (Gustave J.),FALSE,male,35,1st,C,NA,17755,512.0607,0,0,yes,Servant,,3,Unmarried,,
Levett,Mr.,George Alfred,FALSE,male,26,victualling crew,B,England,NA,NA,NA,NA,no,,,,Married,,
Lévy,Mr.,René Jacques,FALSE,male,37,2nd,S,Canada,2163,12.1706,0,0,no,,,,Married,,
Lewis,Mr.,Arthur Ernest Read,FALSE,male,27,victualling crew,S,England,NA,NA,NA,NA,yes,,,15,Married,,
Lewis,Mr.,James,TRUE,male,,,,,,,,,,,,,Married,,
Lewy,Mr.,Ervin G.,FALSE,male,30,1st,C,United States,17612,27.1405,0,0,no,,,,Unmarried,,
Leyson,Mr.,Robert William Norman,FALSE,male,25,2nd,S,England,29566,10.1,0,0,no,,,,,,Cable Ship MacKay Bennett
Lievens,Mr.,René Aimé,FALSE,male,24,3rd,S,Belgium,345781,9.1,0,0,no,,,,Unmarried,,
Light,Mr.,Christopher William,FALSE,male,20,engineering crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Light,Mr.,W.,FALSE,male,47,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Lightoller,Mr.,Charles Herbert,FALSE,male,38,deck crew,B,England,NA,NA,NA,NA,yes,"Deck Crew
Titanic Officers",,B,Married,,
Lind,Mr.,Erik Gustaf,TRUE,male,,,,,,,,,,,,,Married,,
Lindahl,Miss.,Agda Thorilda Viktoria,FALSE,female,25,3rd,S,Sweden,347071,7.1506,0,0,no,,,,,,
Lindblom,Miss.,Augusta Charlotta,FALSE,female,45,3rd,S,England,347073,7.15,0,0,no,,,,Unmarried,,
Lindeberg-lind,Mr.,Erik Gustaf,FALSE,male,42,1st,S,Sweden,17475,26.11,0,0,no,,,,,,
Lindell,Mr.,Edvard Bengtsson,FALSE,male,36,3rd,S,Sweden,349910,15.11,1,0,no,,,,Married,,
Lindqvist,Mr.,Eino William,FALSE,male,20,3rd,S,Finland,3101285,7.1806,1,0,yes,,,,Unmarried,,
Lindsay,Mr.,William Charles (Charles William),FALSE,male,30,engineering crew,S,England,NA,NA,NA,NA,yes,Engineering Crew,,B*,Married,,
Lindström,Mrs.,Sigrid,FALSE,female,55,1st,C,Sweden,112377,27.1405,0,0,yes,,,,Married,,
Linehan,Mr.,Michael,FALSE,male,21,3rd,Q,Ireland,330971,7.1707,0,0,no,,,,Unmarried,,
Lines,Miss.,Mary Conover,FALSE,female,16,1st,C,France,17592,39.08,0,1,yes,,,9,Unmarried,,
Lines,Mrs.,Elizabeth Lindsey,FALSE,female,50,1st,C,United States,17592,39.08,0,1,yes,,,9,Married,,
Ling,Mr.,Lee,FALSE,male,28,3rd,S,NA,1601,56.0911,0,0,no,,,,,,
Lingane,Mr.,John,FALSE,male,61,2nd,Q,Ireland,235509,12.07,0,0,no,,,,Widowed,,
Linhart,Mr.,Wenzel,FALSE,male,27,3rd,S,Austria,345775,9.1,0,0,no,,,,,,Cable Ship MacKay Bennett
Littlejohn,Mr.,Alexander James,FALSE,male,40,victualling crew,B,England,NA,NA,NA,NA,yes,,,13,Widowed,,
Livshin,Mr.,David,FALSE,male,25,3rd,S,Latvia,374887,7.05,0,0,no,,,,Married,,
Lloyd,Mr.,Humphrey,FALSE,male,41,victualling crew,B,England,NA,NA,NA,NA,no,,,,Unmarried,,Cable Ship MacKay Bennett
Lloyd,Mr.,William,FALSE,male,29,engineering crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Lobb,Mr.,William Arthur,FALSE,male,31,3rd,S,England,3336,16.02,1,0,no,,,,Married,,
Lobb,Mrs.,Cordelia,FALSE,female,34,3rd,S,England,3336,16.02,1,0,no,,,,Married,,Cable Ship MacKay Bennett
Locke,Mr.,A.,FALSE,male,33,victualling crew,S,England,NA,NA,NA,NA,no,,,,,,
Lockyer,Mr.,Edward Thomas,FALSE,male,19,3rd,S,England,1222,7.1707,0,0,no,,,,,,Cable Ship MacKay Bennett
Long,Mr.,Frank,FALSE,male,31,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Long,Mr.,Milton Clyde,FALSE,male,29,1st,S,United States,113501,30,0,0,no,,,,Unmarried,,Cable Ship MacKay Bennett
Long,Mr.,William,FALSE,male,36,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Longley,Miss.,Gretchen Fiske,FALSE,female,21,1st,C,United States,13502,77.1902,0,0,yes,,,10,Unmarried,,
Longmuir,Mr.,John Dickson,FALSE,male,20,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Loring,Mr.,Joseph Holland,FALSE,male,30,1st,S,United States,113801,45.1,0,0,no,,,,Married,,
Louch,Mrs.,Alice Adelaide,FALSE,female,42,2nd,S,England,3085,26,1,0,yes,2nd Class Passenger,"3085
£26",12*,Married,,
Louch,Mr.,Charles,FALSE,male,50,2nd,S,England,3085,26,1,0,no,,,,Married,,Cable Ship MacKay Bennett
Loughran,Mr.,Joseph,TRUE,male,,,,,,,,,,,,,Married,,
Lovell,Mr.,John,FALSE,male,37,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Lowe,Mr.,Harold Godfrey,FALSE,male,29,deck crew,B,Wales,NA,NA,NA,NA,yes,,,14,Unmarried,,
Lowery,Mr.,David,TRUE,male,,,,,,,,,,,,,Unmarried,,
Lucas,Mr.,William Watson,FALSE,male,31,victualling crew,B,England,NA,NA,NA,NA,yes,Victualling Crew,,A*,Unmarried,,
Lulic (Lulić),Mr.,Nikola,FALSE,male,29,3rd,S,Croatia (Modern),315098,8.1303,0,0,yes,,,,Married,,
Lundahl,Mr.,Johan Svensson,FALSE,male,50,3rd,S,Sweden,347743,7.0101,0,0,no,,,,Married,,
Lundin,Miss.,Olga Elida,FALSE,female,23,3rd,S,United States,347469,7.1701,0,0,yes,,,,Engaged,,
Lundström,Mr.,Thure Edvin,FALSE,male,32,3rd,S,Sweden,350403,7.1107,0,0,yes,,,,Engaged,,
Lurette,Miss.,Eugénie Elise,FALSE,female,59,1st,C,France,17569,146.1005,0,0,yes,Servant,,,Unmarried,,
Lydiatt,Mr.,Charles,FALSE,male,45,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Lymperopoulus,Mr.,Panagiotis K.,FALSE,male,30,3rd,C,Greece,2683,6.0809,0,0,no,,,,Married,,Cable Ship MacKay Bennett
Lyntakoff,Mr.,Stanko,FALSE,male,44,3rd,S,NA,349235,7.1711,0,0,no,,,,,,
Lyons,Mr.,William Henry,FALSE,male,25,deck crew,S,Ireland,NA,NA,NA,NA,no,Deck Crew,,,Unmarried,,RMS Carpathia
Lyttle,Mr.,James,TRUE,male,,,,,,,,,,,,,Married,,
Mabey,Mr.,John Charles,FALSE,male,24,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Macintosh,Mr.,Joseph,TRUE,male,,,,,,,,,,,,,Married,,
Mack,Mrs.,Mary,FALSE,female,57,2nd,S,England,3,10.1,0,0,no,,,,Widowed,,Cable Ship MacKay Bennett
Mackay,Mr.,George William,FALSE,male,20,3rd,S,Scotland,42795,7.11,0,0,no,,,,,,
Mackie,Mr.,George William,FALSE,male,34,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Mackie,Mr.,William Dickson,FALSE,male,32,engineering crew,B,Scotland,NA,NA,NA,NA,no,,,,Widowed,,
Madigan,Miss.,Margaret,FALSE,female,21,3rd,Q,Ireland,370370,7.15,0,0,yes,,,,Unmarried,,
Madill,Miss.,Georgette Alexandra,FALSE,female,16,1st,S,United States,24160,211.0609,0,1,yes,,,2,Unmarried,,
Madsen,Mr.,Fridtjof Arne,FALSE,male,24,3rd,S,Norway,17369,7.021,0,0,yes,,,13,Unmarried,,
Mäenpää,Mr.,Matti Alexanteri,FALSE,male,22,3rd,S,Finland,3101275,7.0206,0,0,no,,,,,,
Magill,Mr.,John,TRUE,male,,,,,,,,,,,,,Married,,
Maguire,Mr.,John Edward,FALSE,male,30,1st,S,United States,110469,26,0,0,no,,,,Unmarried,,
Mahon,Miss.,Bridget Delia,FALSE,female,20,3rd,Q,Ireland,330924,7.1707,0,0,no,,,,Unmarried,,
Maioni,Miss.,Roberta Elizabeth Mary,FALSE,female,20,1st,S,England,110152,86.1,0,0,yes,Servant,,8,,,
Maisner,Mr.,Simon,FALSE,male,34,3rd,S,England,2816,8.01,0,0,no,,,,,,
Major,Mr.,William James,FALSE,male,32,engineering crew,S,England,NA,NA,NA,NA,yes,,,13,Married,,
Major,Mr.,Thomas Edgar,FALSE,male,36,victualling crew,B,England,NA,NA,NA,NA,no,,,,Married,,
Mäkinen,Mr.,Kalle Edvard,FALSE,male,29,3rd,S,Finland,3101268,7.1806,0,0,no,,,,Married,,
Malachard,Mr.,Jean-Noël,FALSE,male,25,2nd,C,France,237735,15,0,0,no,,,,,,
Mallet,Master.,André Clement,FALSE,male,1,2nd,C,France,2079,37,0,2,yes,,,,,,
Māmā,Mr.,Hannā Mikā'īl,FALSE,male,18,3rd,C,Lebanon,2677,7.0407,0,0,yes,,,,Unmarried,,
Mangan,Miss.,Mary,FALSE,female,32,3rd,Q,Ireland,364850,7.15,0,0,no,,,,Engaged,,Cable Ship MacKay Bennett
Mangiavacchi,Mr.,Serafino Emilio,FALSE,male,30,2nd,C,United States,32861,15.1107,0,0,no,,,,,,
Mann,Mr.,Joseph,TRUE,male,,,,,,,,,,,,,Married,,
Mannion,Miss.,Margaret,FALSE,female,28,3rd,Q,Ireland,36866,7.1409,0,0,yes,,,,Unmarried,,
Mantle,Mr.,Roland Frederick,FALSE,male,40,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
March,Mr.,John Starr,FALSE,male,50,victualling crew,S,United States,NA,NA,NA,NA,no,,,,Widowed,,Cable Ship MacKay Bennett
Mardirosian,Mr.,Sarkis,FALSE,male,25,3rd,C,Turkey,2655,7.0407,0,0,no,,,,,,
Maréchal,Mr.,Pierre,FALSE,male,29,1st,C,France,11774,29.14,0,0,yes,1st Class Passenger,"11774
£29 14s",7,Unmarried,,
Marett,Mr.,George John,FALSE,male,27,engineering crew,S,England,NA,NA,NA,NA,no,,,,,,
Marinko,Mr.,Dmitri,FALSE,male,23,3rd,S,Yugoslavia,349238,7.1711,0,0,no,,,,,,
Markoff,Mr.,Marin,FALSE,male,35,3rd,S,Bulgaria,349213,7.1711,0,0,no,,,,,,
Marks,Mr.,James,FALSE,male,27,victualling crew,S,Scotland,NA,NA,NA,NA,no,,,,Married,,
Markun,Mr.,Johann,FALSE,male,33,3rd,C,Slovenia,349257,7.1711,0,0,no,,,,Married,,
Marriott,Mr.,John William,FALSE,male,21,victualling crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,Cable Ship MacKay Bennett
Marsden,Miss.,Evelyn,FALSE,female,28,victualling crew,S,England,NA,NA,NA,NA,yes,Victualling Crew,,16,Engaged,,
Marsh,Mr.,Frederick Charles,FALSE,male,40,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,Cable Ship MacKay Bennett
Martin,Miss.,Mabel Elvina,FALSE,female,20,restaurant staff,S,England,NA,NA,NA,NA,yes,Restaurant Staff,,6,Unmarried,,
Martin,Mrs.,Annie Martha,FALSE,female,39,victualling crew,S,Channel Islands,NA,NA,NA,NA,yes,,,11,Married,,
Martin,Mr.,John,TRUE,male,,,,,,,,,,,,,Married,,
Marvin,Mr.,Daniel Warner,FALSE,male,18,1st,S,United States,113773,53.02,1,0,no,,,,Married,,
Marvin,Mrs.,Mary Graham Carmichael,FALSE,female,18,1st,S,Scotland,113773,53.02,1,0,yes,,,,Married,,
Maskell,Mr.,Leopold Adolphus,FALSE,male,25,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Mason,Mr.,Frank Archibald Robert,FALSE,male,32,engineering crew,S,England,NA,NA,NA,NA,yes,,,,Married,,
Mason,Mr.,J.,FALSE,male,39,engineering crew,S,England,NA,NA,NA,NA,no,,,,Widowed,,
Massey,Mr.,James,TRUE,male,,,,,,,,,,,,,Unmarried,,
Mathers,Mr.,John,TRUE,male,,,,,,,,,,,,,Married,,
Matherson,Mr.,David,FALSE,male,30,deck crew,S,England,NA,NA,NA,NA,no,,,,,,
Mathias,Mr.,Montague Vincent,FALSE,male,29,deck crew,S,Wales,NA,NA,NA,NA,no,,,,Married,,
Mathieson,Mr.,David John,TRUE,male,,,,,,,,,,,,,Unmarried,,Cable Ship MacKay Bennett
Matinoff,Mr.,Nicola,FALSE,male,30,3rd,C,Bulgaria,349255,7.1711,0,0,no,,,,,,
Matthews,Mr.,William John,FALSE,male,23,2nd,S,England,28228,13,0,0,no,,,,,,
Mattmann,Mr.,Adolf,TRUE,male,,,,,,,,,,,,,Unmarried,,
Mauge (Maugé),Mr.,Paul Achille Maurice Germain,FALSE,male,25,restaurant staff,S,England,NA,NA,NA,NA,yes,,,13,Unmarried,,
Mawhinney,Mr.,John,FALSE,male,,,,,,,,,,,,,Married,,
Maxwell,Mr.,John,FALSE,male,30,deck crew,B,England,NA,NA,NA,NA,no,,,,Married,,
May,Mr.,Arthur William,FALSE,male,22,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
May,Mr.,Richard William,TRUE,male,,,,,,,,,,,,,Unmarried,,
May,Mr.,Stanley James,TRUE,male,,,,,,,,,,,,,Married,,
Maybery,Mr.,Frank Hubert,FALSE,male,36,2nd,S,England,239059,16,0,0,no,,,,,,
Mayes,Mr.,William,TRUE,male,,,,,,,,,,,,,Unmarried,,
Maynard,Mr.,Isaac Hiram,FALSE,male,31,victualling crew,B,England,NA,NA,NA,NA,yes,Victualling Crew,,B,Married,,
Mayné,Mlle.,Berthe Antonine,FALSE,female,24,1st,C,Belgium,17482,49.1001,0,0,yes,1st Class Passenger,"17482
£49 10s 1d",6*,,,
Mayo,Mr.,William Peter,FALSE,male,28,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,Cable Ship MacKay Bennett
Maytum,Mr.,Alfred,FALSE,male,53,victualling crew,B,England,NA,NA,NA,NA,no,,,,Married,,Cable Ship MacKay Bennett
Mayzes,Mr.,Thomas Jubilee,FALSE,male,25,engineering crew,S,England,NA,NA,NA,NA,yes,,,3,Married,,
Mcallister,Mr.,Daniel,TRUE,male,,,,,,,,,,,,,Married,,
Mcallister,Mr.,Hugh,TRUE,male,,,,,,,,,,,,,Married,,
Mcandrew,Mr.,Thomas Patrick,FALSE,male,38,engineering crew,S,England,NA,NA,NA,NA,no,,,,Unmarried,,
Mcandrews,Mr.,William,FALSE,male,23,engineering crew,S,NA,NA,NA,NA,NA,no,,,,,,
Mcateer,Mr.,John,TRUE,male,,,,,,,,,,,,,Married,,
Mccaffry,Mr.,Thomas Francis,FALSE,male,46,1st,S,Canada,13050,75.041,0,0,no,,,,,,Cable Ship MacKay Bennett
Mccarron,Mr.,David John,TRUE,male,,,,,,,,,,,,,Married,,
Mccarthy,Mr.,William,FALSE,male,47,deck crew,S,Ireland,NA,NA,NA,NA,yes,,,4,,,
Mccarthy,Miss.,Catherine,FALSE,female,25,3rd,Q,Ireland,383123,7.15,0,0,yes,,,15,Unmarried,,
Mccarthy,Mr.,Timothy John,TRUE,male,,,,,,,,,,,,,Married,,Cable Ship MacKay Bennett
Mccarthy (Mccarty),Mr.,Frederick James,FALSE,male,38,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Mccartney,Mr.,John,FALSE,male,,,,,,,,,,,,,Married,,
Mccastlan (Mccastlin),Mr.,W. (William),FALSE,male,38,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Mccawley,Mr.,Thomas W.,FALSE,male,36,victualling crew,B,Scotland,NA,NA,NA,NA,no,,,,,,
Mccormack,Mr.,Thomas Joseph,FALSE,male,19,3rd,Q,United States,367228,7.15,0,0,yes,,,,Unmarried,,
Mccoy,Miss.,Agnes,FALSE,female,29,3rd,Q,Ireland,367226,23.05,2,0,yes,,,,Unmarried,,
Mccoy,Mr.,Bernard,FALSE,male,24,3rd,Q,Ireland,367226,23.05,2,0,yes,,,,,,
Mccrae,Mr.,Arthur Gordon,FALSE,male,32,2nd,S,Australia,237216,13.1,0,0,no,,,,,,Cable Ship MacKay Bennett
Mccrie,Mr.,James Matthew,FALSE,male,32,2nd,S,Canada,233478,13,0,0,no,,,,Married,,
Mcdermott,Miss.,Bridget Delia,FALSE,female,31,3rd,Q,Ireland,330932,7.1508,0,0,yes,,,,Unmarried,,
Mcelroy,Mr.,Hugh Walter,FALSE,male,37,victualling crew,S,England,NA,NA,NA,NA,no,,,,Married,,Cable Ship MacKay Bennett
Mcerlean,Mr.,John,TRUE,male,,,,,,,,,,,,,Married,,
Mcevoy,Mr.,Michael,FALSE,male,20,3rd,Q,Ireland,36568,15.1,0,0,no,,,,,,
Mcgann,Mr.,James,FALSE,male,29,engineering crew,S,England,NA,NA,NA,NA,yes,,,B,Unmarried,,
Mcgarvey,Mr.,Edward Joseph,FALSE,male,34,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Mcgaw,Mr.,Erroll Victor,FALSE,male,30,engineering crew,S,England,NA,NA,NA,NA,no,,,,Married,,
Mcgaw,Mr.,Samuel,TRUE,male,,,,,,,,,,,,,Married,,
